product_name,category,platform,price,rating,delivery_days,discount,popularity
Sony WH Model 2,Headphones,Meesho,774,4.0,3,6,3
JBL Tune Model 3,Headphones,Meesho,911,4.1,4,9,4
Noise Headphones Model 4,Headphones,Meesho,1048,4.2,5,12,5
Realme Buds Model 5,Headphones,Meesho,1185,4.3,1,15,6
OnePlus Buds Model 6,Headphones,Meesho,1322,4.4,2,18,7
Apple AirPods Model 7,Headphones,Meesho,1459,4.5,3,21,8
Sennheiser Model 8,Headphones,Meesho,1596,4.6,4,24,9
Skullcandy Model 9,Headphones,Meesho,1733,4.7,5,27,10
Boult Audio Model 10,Headphones,Meesho,1870,4.8,1,30,1
Boat Rockerz Model 11,Headphones,Meesho,2007,4.9,2,33,2
Sony WH Model 12,Headphones,Meesho,2144,3.8,3,36,3
JBL Tune Model 13,Headphones,Meesho,2281,3.9,4,39,4
Noise Headphones Model 14,Headphones,Meesho,2418,4.0,5,42,5
Realme Buds Model 15,Headphones,Meesho,2555,4.1,1,45,6
OnePlus Buds Model 16,Headphones,Meesho,2692,4.2,2,48,7
Apple AirPods Model 17,Headphones,Meesho,2829,4.3,3,1,8
Sennheiser Model 18,Headphones,Meesho,2966,4.4,4,4,9
Skullcandy Model 19,Headphones,Meesho,3103,4.5,5,7,10
Boult Audio Model 20,Headphones,Meesho,3240,4.6,1,10,1
Boat Rockerz Model 21,Headphones,Meesho,3377,4.7,2,13,2
Sony WH Model 22,Headphones,Meesho,3514,4.8,3,16,3
JBL Tune Model 23,Headphones,Meesho,3651,4.9,4,19,4
Noise Headphones Model 24,Headphones,Meesho,3788,3.8,5,22,5
Realme Buds Model 25,Headphones,Meesho,3925,3.9,1,25,6
OnePlus Buds Model 26,Headphones,Meesho,4062,4.0,2,28,7
Apple AirPods Model 27,Headphones,Meesho,4199,4.1,3,31,8
Sennheiser Model 28,Headphones,Meesho,4336,4.2,4,34,9
Skullcandy Model 29,Headphones,Meesho,4473,4.3,5,37,10
Boult Audio Model 30,Headphones,Meesho,4610,4.4,1,40,1
Boat Rockerz Model 31,Headphones,Meesho,4747,4.5,2,43,2
Sony WH Model 32,Headphones,Meesho,4884,4.6,3,46,3
JBL Tune Model 33,Headphones,Meesho,5021,4.7,4,49,4
Noise Headphones Model 34,Headphones,Meesho,5158,4.8,5,2,5
Realme Buds Model 35,Headphones,Meesho,5295,4.9,1,5,6
OnePlus Buds Model 36,Headphones,Meesho,5432,3.8,2,8,7
Apple AirPods Model 37,Headphones,Meesho,5569,3.9,3,11,8
Sennheiser Model 38,Headphones,Meesho,5706,4.0,4,14,9
Skullcandy Model 39,Headphones,Meesho,5843,4.1,5,17,10
Boult Audio Model 40,Headphones,Meesho,5980,4.2,1,20,1
Boat Rockerz Model 41,Headphones,Meesho,6117,4.3,2,23,2
Sony WH Model 42,Headphones,Meesho,6254,4.4,3,26,3
JBL Tune Model 43,Headphones,Meesho,6391,4.5,4,29,4
Noise Headphones Model 44,Headphones,Meesho,6528,4.6,5,32,5
Realme Buds Model 45,Headphones,Meesho,6665,4.7,1,35,6
OnePlus Buds Model 46,Headphones,Meesho,6802,4.8,2,38,7
Apple AirPods Model 47,Headphones,Meesho,6939,4.9,3,41,8
Sennheiser Model 48,Headphones,Meesho,7076,3.8,4,44,9
Skullcandy Model 49,Headphones,Meesho,7213,3.9,5,47,10
Boult Audio Model 50,Headphones,Meesho,7350,4.0,1,0,1
Boat Rockerz Model 1,Headphones,Nykaa,637,3.9,2,3,2
Sony WH Model 2,Headphones,Nykaa,774,4.0,3,6,3
JBL Tune Model 3,Headphones,Nykaa,911,4.1,4,9,4
Noise Headphones Model 4,Headphones,Nykaa,1048,4.2,5,12,5
Realme Buds Model 5,Headphones,Nykaa,1185,4.3,1,15,6
OnePlus Buds Model 6,Headphones,Nykaa,1322,4.4,2,18,7
Apple AirPods Model 7,Headphones,Nykaa,1459,4.5,3,21,8
Sennheiser Model 8,Headphones,Nykaa,1596,4.6,4,24,9
Skullcandy Model 9,Headphones,Nykaa,1733,4.7,5,27,10
Boult Audio Model 10,Headphones,Nykaa,1870,4.8,1,30,1
Boat Rockerz Model 11,Headphones,Nykaa,2007,4.9,2,33,2
Sony WH Model 12,Headphones,Nykaa,2144,3.8,3,36,3
JBL Tune Model 13,Headphones,Nykaa,2281,3.9,4,39,4
Noise Headphones Model 14,Headphones,Nykaa,2418,4.0,5,42,5
Realme Buds Model 15,Headphones,Nykaa,2555,4.1,1,45,6
OnePlus Buds Model 16,Headphones,Nykaa,2692,4.2,2,48,7
Apple AirPods Model 17,Headphones,Nykaa,2829,4.3,3,1,8
Sennheiser Model 18,Headphones,Nykaa,2966,4.4,4,4,9
Skullcandy Model 19,Headphones,Nykaa,3103,4.5,5,7,10
Boult Audio Model 20,Headphones,Nykaa,3240,4.6,1,10,1
Boat Rockerz Model 21,Headphones,Nykaa,3377,4.7,2,13,2
Sony WH Model 22,Headphones,Nykaa,3514,4.8,3,16,3
JBL Tune Model 23,Headphones,Nykaa,3651,4.9,4,19,4
Noise Headphones Model 24,Headphones,Nykaa,3788,3.8,5,22,5
Realme Buds Model 25,Headphones,Nykaa,3925,3.9,1,25,6
OnePlus Buds Model 26,Headphones,Nykaa,4062,4.0,2,28,7
Apple AirPods Model 27,Headphones,Nykaa,4199,4.1,3,31,8
Sennheiser Model 28,Headphones,Nykaa,4336,4.2,4,34,9
Skullcandy Model 29,Headphones,Nykaa,4473,4.3,5,37,10
Boult Audio Model 30,Headphones,Nykaa,4610,4.4,1,40,1
Boat Rockerz Model 31,Headphones,Nykaa,4747,4.5,2,43,2
Sony WH Model 32,Headphones,Nykaa,4884,4.6,3,46,3
JBL Tune Model 33,Headphones,Nykaa,5021,4.7,4,49,4
Noise Headphones Model 34,Headphones,Nykaa,5158,4.8,5,2,5
Realme Buds Model 35,Headphones,Nykaa,5295,4.9,1,5,6
OnePlus Buds Model 36,Headphones,Nykaa,5432,3.8,2,8,7
Apple AirPods Model 37,Headphones,Nykaa,5569,3.9,3,11,8
Sennheiser Model 38,Headphones,Nykaa,5706,4.0,4,14,9
Skullcandy Model 39,Headphones,Nykaa,5843,4.1,5,17,10
Boult Audio Model 40,Headphones,Nykaa,5980,4.2,1,20,1
Boat Rockerz Model 41,Headphones,Nykaa,6117,4.3,2,23,2
Sony WH Model 42,Headphones,Nykaa,6254,4.4,3,26,3
JBL Tune Model 43,Headphones,Nykaa,6391,4.5,4,29,4
Noise Headphones Model 44,Headphones,Nykaa,6528,4.6,5,32,5
Realme Buds Model 45,Headphones,Nykaa,6665,4.7,1,35,6
OnePlus Buds Model 46,Headphones,Nykaa,6802,4.8,2,38,7
Apple AirPods Model 47,Headphones,Nykaa,6939,4.9,3,41,8
Sennheiser Model 48,Headphones,Nykaa,7076,3.8,4,44,9
Skullcandy Model 49,Headphones,Nykaa,7213,3.9,5,47,10
Boult Audio Model 50,Headphones,Nykaa,7350,4.0,1,0,1
Apple Watch Model 1,Watches,Amazon,637,3.9,2,3,2
Noise Watch Model 2,Watches,Amazon,774,4.0,3,6,3
Fire-Boltt Model 3,Watches,Amazon,911,4.1,4,9,4
boAt Watch Model 4,Watches,Amazon,1048,4.2,5,12,5
Samsung Watch Model 5,Watches,Amazon,1185,4.3,1,15,6
Fastrack Model 6,Watches,Amazon,1322,4.4,2,18,7
Titan Smart Model 7,Watches,Amazon,1459,4.5,3,21,8
Amazfit Model 8,Watches,Amazon,1596,4.6,4,24,9
Fitbit Model 9,Watches,Amazon,1733,4.7,5,27,10
Garmin Model 10,Watches,Amazon,1870,4.8,1,30,1
Apple Watch Model 11,Watches,Amazon,2007,4.9,2,33,2
Noise Watch Model 12,Watches,Amazon,2144,3.8,3,36,3
Fire-Boltt Model 13,Watches,Amazon,2281,3.9,4,39,4
boAt Watch Model 14,Watches,Amazon,2418,4.0,5,42,5
Samsung Watch Model 15,Watches,Amazon,2555,4.1,1,45,6
Fastrack Model 16,Watches,Amazon,2692,4.2,2,48,7
Titan Smart Model 17,Watches,Amazon,2829,4.3,3,1,8
Amazfit Model 18,Watches,Amazon,2966,4.4,4,4,9
Fitbit Model 19,Watches,Amazon,3103,4.5,5,7,10
Garmin Model 20,Watches,Amazon,3240,4.6,1,10,1
Apple Watch Model 21,Watches,Amazon,3377,4.7,2,13,2
Noise Watch Model 22,Watches,Amazon,3514,4.8,3,16,3
Fire-Boltt Model 23,Watches,Amazon,3651,4.9,4,19,4
boAt Watch Model 24,Watches,Amazon,3788,3.8,5,22,5
Samsung Watch Model 25,Watches,Amazon,3925,3.9,1,25,6
Fastrack Model 26,Watches,Amazon,4062,4.0,2,28,7
Titan Smart Model 27,Watches,Amazon,4199,4.1,3,31,8
Amazfit Model 28,Watches,Amazon,4336,4.2,4,34,9
Fitbit Model 29,Watches,Amazon,4473,4.3,5,37,10
Garmin Model 30,Watches,Amazon,4610,4.4,1,40,1
Apple Watch Model 31,Watches,Amazon,4747,4.5,2,43,2
Noise Watch Model 32,Watches,Amazon,4884,4.6,3,46,3
Fire-Boltt Model 33,Watches,Amazon,5021,4.7,4,49,4
boAt Watch Model 34,Watches,Amazon,5158,4.8,5,2,5
Samsung Watch Model 35,Watches,Amazon,5295,4.9,1,5,6
Fastrack Model 36,Watches,Amazon,5432,3.8,2,8,7
Titan Smart Model 37,Watches,Amazon,5569,3.9,3,11,8
Amazfit Model 38,Watches,Amazon,5706,4.0,4,14,9
Fitbit Model 39,Watches,Amazon,5843,4.1,5,17,10
Garmin Model 40,Watches,Amazon,5980,4.2,1,20,1
Apple Watch Model 41,Watches,Amazon,6117,4.3,2,23,2
Noise Watch Model 42,Watches,Amazon,6254,4.4,3,26,3
Fire-Boltt Model 43,Watches,Amazon,6391,4.5,4,29,4
boAt Watch Model 44,Watches,Amazon,6528,4.6,5,32,5
Samsung Watch Model 45,Watches,Amazon,6665,4.7,1,35,6
Fastrack Model 46,Watches,Amazon,6802,4.8,2,38,7
Titan Smart Model 47,Watches,Amazon,6939,4.9,3,41,8
Amazfit Model 48,Watches,Amazon,7076,3.8,4,44,9
Fitbit Model 49,Watches,Amazon,7213,3.9,5,47,10
Garmin Model 50,Watches,Amazon,7350,4.0,1,0,1
Apple Watch Model 1,Watches,Flipkart,637,3.9,2,3,2
Noise Watch Model 2,Watches,Flipkart,774,4.0,3,6,3
Fire-Boltt Model 3,Watches,Flipkart,911,4.1,4,9,4
boAt Watch Model 4,Watches,Flipkart,1048,4.2,5,12,5
Samsung Watch Model 5,Watches,Flipkart,1185,4.3,1,15,6
Fastrack Model 6,Watches,Flipkart,1322,4.4,2,18,7
Titan Smart Model 7,Watches,Flipkart,1459,4.5,3,21,8
Amazfit Model 8,Watches,Flipkart,1596,4.6,4,24,9
Fitbit Model 9,Watches,Flipkart,1733,4.7,5,27,10
Garmin Model 10,Watches,Flipkart,1870,4.8,1,30,1
Apple Watch Model 11,Watches,Flipkart,2007,4.9,2,33,2
Noise Watch Model 12,Watches,Flipkart,2144,3.8,3,36,3
Fire-Boltt Model 13,Watches,Flipkart,2281,3.9,4,39,4
boAt Watch Model 14,Watches,Flipkart,2418,4.0,5,42,5
Samsung Watch Model 15,Watches,Flipkart,2555,4.1,1,45,6
Fastrack Model 16,Watches,Flipkart,2692,4.2,2,48,7
Titan Smart Model 17,Watches,Flipkart,2829,4.3,3,1,8
Amazfit Model 18,Watches,Flipkart,2966,4.4,4,4,9
Fitbit Model 19,Watches,Flipkart,3103,4.5,5,7,10
Garmin Model 20,Watches,Flipkart,3240,4.6,1,10,1
Apple Watch Model 21,Watches,Flipkart,3377,4.7,2,13,2
Noise Watch Model 22,Watches,Flipkart,3514,4.8,3,16,3
Fire-Boltt Model 23,Watches,Flipkart,3651,4.9,4,19,4
boAt Watch Model 24,Watches,Flipkart,3788,3.8,5,22,5
Samsung Watch Model 25,Watches,Flipkart,3925,3.9,1,25,6
Fastrack Model 26,Watches,Flipkart,4062,4.0,2,28,7
Titan Smart Model 27,Watches,Flipkart,4199,4.1,3,31,8
Amazfit Model 28,Watches,Flipkart,4336,4.2,4,34,9
Fitbit Model 29,Watches,Flipkart,4473,4.3,5,37,10
Garmin Model 30,Watches,Flipkart,4610,4.4,1,40,1
Apple Watch Model 31,Watches,Flipkart,4747,4.5,2,43,2
Noise Watch Model 32,Watches,Flipkart,4884,4.6,3,46,3
Fire-Boltt Model 33,Watches,Flipkart,5021,4.7,4,49,4
boAt Watch Model 34,Watches,Flipkart,5158,4.8,5,2,5
Samsung Watch Model 35,Watches,Flipkart,5295,4.9,1,5,6
Fastrack Model 36,Watches,Flipkart,5432,3.8,2,8,7
Titan Smart Model 37,Watches,Flipkart,5569,3.9,3,11,8
Amazfit Model 38,Watches,Flipkart,5706,4.0,4,14,9
Fitbit Model 39,Watches,Flipkart,5843,4.1,5,17,10
Garmin Model 40,Watches,Flipkart,5980,4.2,1,20,1
Apple Watch Model 41,Watches,Flipkart,6117,4.3,2,23,2
Noise Watch Model 42,Watches,Flipkart,6254,4.4,3,26,3
Fire-Boltt Model 43,Watches,Flipkart,6391,4.5,4,29,4
boAt Watch Model 44,Watches,Flipkart,6528,4.6,5,32,5
Samsung Watch Model 45,Watches,Flipkart,6665,4.7,1,35,6
Fastrack Model 46,Watches,Flipkart,6802,4.8,2,38,7
Titan Smart Model 47,Watches,Flipkart,6939,4.9,3,41,8
Amazfit Model 48,Watches,Flipkart,7076,3.8,4,44,9
Fitbit Model 49,Watches,Flipkart,7213,3.9,5,47,10
Garmin Model 50,Watches,Flipkart,7350,4.0,1,0,1
Apple Watch Model 1,Watches,Myntra,637,3.9,2,3,2
Noise Watch Model 2,Watches,Myntra,774,4.0,3,6,3
Fire-Boltt Model 3,Watches,Myntra,911,4.1,4,9,4
boAt Watch Model 4,Watches,Myntra,1048,4.2,5,12,5
Samsung Watch Model 5,Watches,Myntra,1185,4.3,1,15,6
Fastrack Model 6,Watches,Myntra,1322,4.4,2,18,7
Titan Smart Model 7,Watches,Myntra,1459,4.5,3,21,8
Amazfit Model 8,Watches,Myntra,1596,4.6,4,24,9
Fitbit Model 9,Watches,Myntra,1733,4.7,5,27,10
Garmin Model 10,Watches,Myntra,1870,4.8,1,30,1
Apple Watch Model 11,Watches,Myntra,2007,4.9,2,33,2
Noise Watch Model 12,Watches,Myntra,2144,3.8,3,36,3
Fire-Boltt Model 13,Watches,Myntra,2281,3.9,4,39,4
boAt Watch Model 14,Watches,Myntra,2418,4.0,5,42,5
Samsung Watch Model 15,Watches,Myntra,2555,4.1,1,45,6
Fastrack Model 16,Watches,Myntra,2692,4.2,2,48,7
Titan Smart Model 17,Watches,Myntra,2829,4.3,3,1,8
Amazfit Model 18,Watches,Myntra,2966,4.4,4,4,9
Fitbit Model 19,Watches,Myntra,3103,4.5,5,7,10
Garmin Model 20,Watches,Myntra,3240,4.6,1,10,1
Apple Watch Model 21,Watches,Myntra,3377,4.7,2,13,2
Noise Watch Model 22,Watches,Myntra,3514,4.8,3,16,3
Fire-Boltt Model 23,Watches,Myntra,3651,4.9,4,19,4
boAt Watch Model 24,Watches,Myntra,3788,3.8,5,22,5
Samsung Watch Model 25,Watches,Myntra,3925,3.9,1,25,6
Fastrack Model 26,Watches,Myntra,4062,4.0,2,28,7
Titan Smart Model 27,Watches,Myntra,4199,4.1,3,31,8
Amazfit Model 28,Watches,Myntra,4336,4.2,4,34,9
Fitbit Model 29,Watches,Myntra,4473,4.3,5,37,10
Garmin Model 30,Watches,Myntra,4610,4.4,1,40,1
Apple Watch Model 31,Watches,Myntra,4747,4.5,2,43,2
Noise Watch Model 32,Watches,Myntra,4884,4.6,3,46,3
Fire-Boltt Model 33,Watches,Myntra,5021,4.7,4,49,4
boAt Watch Model 34,Watches,Myntra,5158,4.8,5,2,5
Samsung Watch Model 35,Watches,Myntra,5295,4.9,1,5,6
Fastrack Model 36,Watches,Myntra,5432,3.8,2,8,7
Titan Smart Model 37,Watches,Myntra,5569,3.9,3,11,8
Amazfit Model 38,Watches,Myntra,5706,4.0,4,14,9
Fitbit Model 39,Watches,Myntra,5843,4.1,5,17,10
Garmin Model 40,Watches,Myntra,5980,4.2,1,20,1
Apple Watch Model 41,Watches,Myntra,6117,4.3,2,23,2
Noise Watch Model 42,Watches,Myntra,6254,4.4,3,26,3
Fire-Boltt Model 43,Watches,Myntra,6391,4.5,4,29,4
boAt Watch Model 44,Watches,Myntra,6528,4.6,5,32,5
Samsung Watch Model 45,Watches,Myntra,6665,4.7,1,35,6
Fastrack Model 46,Watches,Myntra,6802,4.8,2,38,7
Titan Smart Model 47,Watches,Myntra,6939,4.9,3,41,8
Amazfit Model 48,Watches,Myntra,7076,3.8,4,44,9
Fitbit Model 49,Watches,Myntra,7213,3.9,5,47,10
Garmin Model 50,Watches,Myntra,7350,4.0,1,0,1
Apple Watch Model 1,Watches,Ajio,637,3.9,2,3,2
Noise Watch Model 2,Watches,Ajio,774,4.0,3,6,3
Fire-Boltt Model 3,Watches,Ajio,911,4.1,4,9,4
boAt Watch Model 4,Watches,Ajio,1048,4.2,5,12,5
Samsung Watch Model 5,Watches,Ajio,1185,4.3,1,15,6
Fastrack Model 6,Watches,Ajio,1322,4.4,2,18,7
Titan Smart Model 7,Watches,Ajio,1459,4.5,3,21,8
Amazfit Model 8,Watches,Ajio,1596,4.6,4,24,9
Fitbit Model 9,Watches,Ajio,1733,4.7,5,27,10
Garmin Model 10,Watches,Ajio,1870,4.8,1,30,1
Apple Watch Model 11,Watches,Ajio,2007,4.9,2,33,2
Noise Watch Model 12,Watches,Ajio,2144,3.8,3,36,3
Fire-Boltt Model 13,Watches,Ajio,2281,3.9,4,39,4
boAt Watch Model 14,Watches,Ajio,2418,4.0,5,42,5
Samsung Watch Model 15,Watches,Ajio,2555,4.1,1,45,6
Fastrack Model 16,Watches,Ajio,2692,4.2,2,48,7
Titan Smart Model 17,Watches,Ajio,2829,4.3,3,1,8
Amazfit Model 18,Watches,Ajio,2966,4.4,4,4,9
Fitbit Model 19,Watches,Ajio,3103,4.5,5,7,10
Garmin Model 20,Watches,Ajio,3240,4.6,1,10,1
Apple Watch Model 21,Watches,Ajio,3377,4.7,2,13,2
Noise Watch Model 22,Watches,Ajio,3514,4.8,3,16,3
Fire-Boltt Model 23,Watches,Ajio,3651,4.9,4,19,4
boAt Watch Model 24,Watches,Ajio,3788,3.8,5,22,5
Samsung Watch Model 25,Watches,Ajio,3925,3.9,1,25,6
Fastrack Model 26,Watches,Ajio,4062,4.0,2,28,7
Titan Smart Model 27,Watches,Ajio,4199,4.1,3,31,8
Amazfit Model 28,Watches,Ajio,4336,4.2,4,34,9
Fitbit Model 29,Watches,Ajio,4473,4.3,5,37,10
Garmin Model 30,Watches,Ajio,4610,4.4,1,40,1
Apple Watch Model 31,Watches,Ajio,4747,4.5,2,43,2
Noise Watch Model 32,Watches,Ajio,4884,4.6,3,46,3
Fire-Boltt Model 33,Watches,Ajio,5021,4.7,4,49,4
boAt Watch Model 34,Watches,Ajio,5158,4.8,5,2,5
Samsung Watch Model 35,Watches,Ajio,5295,4.9,1,5,6
Fastrack Model 36,Watches,Ajio,5432,3.8,2,8,7
Titan Smart Model 37,Watches,Ajio,5569,3.9,3,11,8
Amazfit Model 38,Watches,Ajio,5706,4.0,4,14,9
Fitbit Model 39,Watches,Ajio,5843,4.1,5,17,10
Garmin Model 40,Watches,Ajio,5980,4.2,1,20,1
Apple Watch Model 41,Watches,Ajio,6117,4.3,2,23,2
Noise Watch Model 42,Watches,Ajio,6254,4.4,3,26,3
Fire-Boltt Model 43,Watches,Ajio,6391,4.5,4,29,4
boAt Watch Model 44,Watches,Ajio,6528,4.6,5,32,5
Samsung Watch Model 45,Watches,Ajio,6665,4.7,1,35,6
Fastrack Model 46,Watches,Ajio,6802,4.8,2,38,7
Titan Smart Model 47,Watches,Ajio,6939,4.9,3,41,8
Amazfit Model 48,Watches,Ajio,7076,3.8,4,44,9
Fitbit Model 49,Watches,Ajio,7213,3.9,5,47,10
Garmin Model 50,Watches,Ajio,7350,4.0,1,0,1
Apple Watch Model 1,Watches,Meesho,637,3.9,2,3,2
Noise Watch Model 2,Watches,Meesho,774,4.0,3,6,3
Fire-Boltt Model 3,Watches,Meesho,911,4.1,4,9,4
boAt Watch Model 4,Watches,Meesho,1048,4.2,5,12,5
Samsung Watch Model 5,Watches,Meesho,1185,4.3,1,15,6
Fastrack Model 6,Watches,Meesho,1322,4.4,2,18,7
Titan Smart Model 7,Watches,Meesho,1459,4.5,3,21,8
Amazfit Model 8,Watches,Meesho,1596,4.6,4,24,9
Fitbit Model 9,Watches,Meesho,1733,4.7,5,27,10
Garmin Model 10,Watches,Meesho,1870,4.8,1,30,1
Apple Watch Model 11,Watches,Meesho,2007,4.9,2,33,2
Noise Watch Model 12,Watches,Meesho,2144,3.8,3,36,3
Fire-Boltt Model 13,Watches,Meesho,2281,3.9,4,39,4
boAt Watch Model 14,Watches,Meesho,2418,4.0,5,42,5
Samsung Watch Model 15,Watches,Meesho,2555,4.1,1,45,6
Fastrack Model 16,Watches,Meesho,2692,4.2,2,48,7
Titan Smart Model 17,Watches,Meesho,2829,4.3,3,1,8
Amazfit Model 18,Watches,Meesho,2966,4.4,4,4,9
Fitbit Model 19,Watches,Meesho,3103,4.5,5,7,10
Garmin Model 20,Watches,Meesho,3240,4.6,1,10,1
Apple Watch Model 21,Watches,Meesho,3377,4.7,2,13,2
Noise Watch Model 22,Watches,Meesho,3514,4.8,3,16,3
Fire-Boltt Model 23,Watches,Meesho,3651,4.9,4,19,4
boAt Watch Model 24,Watches,Meesho,3788,3.8,5,22,5
Samsung Watch Model 25,Watches,Meesho,3925,3.9,1,25,6
Fastrack Model 26,Watches,Meesho,4062,4.0,2,28,7
Titan Smart Model 27,Watches,Meesho,4199,4.1,3,31,8
Amazfit Model 28,Watches,Meesho,4336,4.2,4,34,9
Fitbit Model 29,Watches,Meesho,4473,4.3,5,37,10
Garmin Model 30,Watches,Meesho,4610,4.4,1,40,1
Apple Watch Model 31,Watches,Meesho,4747,4.5,2,43,2
Noise Watch Model 32,Watches,Meesho,4884,4.6,3,46,3
Fire-Boltt Model 33,Watches,Meesho,5021,4.7,4,49,4
boAt Watch Model 34,Watches,Meesho,5158,4.8,5,2,5
Samsung Watch Model 35,Watches,Meesho,5295,4.9,1,5,6
Fastrack Model 36,Watches,Meesho,5432,3.8,2,8,7
Titan Smart Model 37,Watches,Meesho,5569,3.9,3,11,8
Amazfit Model 38,Watches,Meesho,5706,4.0,4,14,9
Fitbit Model 39,Watches,Meesho,5843,4.1,5,17,10
Garmin Model 40,Watches,Meesho,5980,4.2,1,20,1
Apple Watch Model 41,Watches,Meesho,6117,4.3,2,23,2
Noise Watch Model 42,Watches,Meesho,6254,4.4,3,26,3
Fire-Boltt Model 43,Watches,Meesho,6391,4.5,4,29,4
boAt Watch Model 44,Watches,Meesho,6528,4.6,5,32,5
Samsung Watch Model 45,Watches,Meesho,6665,4.7,1,35,6
Fastrack Model 46,Watches,Meesho,6802,4.8,2,38,7
Titan Smart Model 47,Watches,Meesho,6939,4.9,3,41,8
Amazfit Model 48,Watches,Meesho,7076,3.8,4,44,9
Fitbit Model 49,Watches,Meesho,7213,3.9,5,47,10
Garmin Model 50,Watches,Meesho,7350,4.0,1,0,1
Apple Watch Model 1,Watches,Nykaa,637,3.9,2,3,2
Noise Watch Model 2,Watches,Nykaa,774,4.0,3,6,3
Fire-Boltt Model 3,Watches,Nykaa,911,4.1,4,9,4
boAt Watch Model 4,Watches,Nykaa,1048,4.2,5,12,5
Samsung Watch Model 5,Watches,Nykaa,1185,4.3,1,15,6
Fastrack Model 6,Watches,Nykaa,1322,4.4,2,18,7
Titan Smart Model 7,Watches,Nykaa,1459,4.5,3,21,8
Amazfit Model 8,Watches,Nykaa,1596,4.6,4,24,9
Fitbit Model 9,Watches,Nykaa,1733,4.7,5,27,10
Garmin Model 10,Watches,Nykaa,1870,4.8,1,30,1
Apple Watch Model 11,Watches,Nykaa,2007,4.9,2,33,2
Noise Watch Model 12,Watches,Nykaa,2144,3.8,3,36,3
Fire-Boltt Model 13,Watches,Nykaa,2281,3.9,4,39,4
boAt Watch Model 14,Watches,Nykaa,2418,4.0,5,42,5
Samsung Watch Model 15,Watches,Nykaa,2555,4.1,1,45,6
Fastrack Model 16,Watches,Nykaa,2692,4.2,2,48,7
Titan Smart Model 17,Watches,Nykaa,2829,4.3,3,1,8
Amazfit Model 18,Watches,Nykaa,2966,4.4,4,4,9
Fitbit Model 19,Watches,Nykaa,3103,4.5,5,7,10
Garmin Model 20,Watches,Nykaa,3240,4.6,1,10,1
Apple Watch Model 21,Watches,Nykaa,3377,4.7,2,13,2
Noise Watch Model 22,Watches,Nykaa,3514,4.8,3,16,3
Fire-Boltt Model 23,Watches,Nykaa,3651,4.9,4,19,4
boAt Watch Model 24,Watches,Nykaa,3788,3.8,5,22,5
Samsung Watch Model 25,Watches,Nykaa,3925,3.9,1,25,6
Fastrack Model 26,Watches,Nykaa,4062,4.0,2,28,7
Titan Smart Model 27,Watches,Nykaa,4199,4.1,3,31,8
Amazfit Model 28,Watches,Nykaa,4336,4.2,4,34,9
Fitbit Model 29,Watches,Nykaa,4473,4.3,5,37,10
Garmin Model 30,Watches,Nykaa,4610,4.4,1,40,1
Apple Watch Model 31,Watches,Nykaa,4747,4.5,2,43,2
Noise Watch Model 32,Watches,Nykaa,4884,4.6,3,46,3
Fire-Boltt Model 33,Watches,Nykaa,5021,4.7,4,49,4
boAt Watch Model 34,Watches,Nykaa,5158,4.8,5,2,5
Samsung Watch Model 35,Watches,Nykaa,5295,4.9,1,5,6
Fastrack Model 36,Watches,Nykaa,5432,3.8,2,8,7
Titan Smart Model 37,Watches,Nykaa,5569,3.9,3,11,8
Amazfit Model 38,Watches,Nykaa,5706,4.0,4,14,9
Fitbit Model 39,Watches,Nykaa,5843,4.1,5,17,10
Garmin Model 40,Watches,Nykaa,5980,4.2,1,20,1
Apple Watch Model 41,Watches,Nykaa,6117,4.3,2,23,2
Noise Watch Model 42,Watches,Nykaa,6254,4.4,3,26,3
Fire-Boltt Model 43,Watches,Nykaa,6391,4.5,4,29,4
boAt Watch Model 44,Watches,Nykaa,6528,4.6,5,32,5
Samsung Watch Model 45,Watches,Nykaa,6665,4.7,1,35,6
Fastrack Model 46,Watches,Nykaa,6802,4.8,2,38,7
Titan Smart Model 47,Watches,Nykaa,6939,4.9,3,41,8
Amazfit Model 48,Watches,Nykaa,7076,3.8,4,44,9
Fitbit Model 49,Watches,Nykaa,7213,3.9,5,47,10
Garmin Model 50,Watches,Nykaa,7350,4.0,1,0,1
Nike Running Model 1,Shoes,Amazon,637,3.9,2,3,2
Adidas Sports Model 2,Shoes,Amazon,774,4.0,3,6,3
Puma Casual Model 3,Shoes,Amazon,911,4.1,4,9,4
Reebok Trainer Model 4,Shoes,Amazon,1048,4.2,5,12,5
Skechers Go Model 5,Shoes,Amazon,1185,4.3,1,15,6
Woodland Trek Model 6,Shoes,Amazon,1322,4.4,2,18,7
Bata Comfort Model 7,Shoes,Amazon,1459,4.5,3,21,8
Campus Pro Model 8,Shoes,Amazon,1596,4.6,4,24,9
ASICS Run Model 9,Shoes,Amazon,1733,4.7,5,27,10
New Balance Model 10,Shoes,Amazon,1870,4.8,1,30,1
Nike Running Model 11,Shoes,Amazon,2007,4.9,2,33,2
Adidas Sports Model 12,Shoes,Amazon,2144,3.8,3,36,3
Puma Casual Model 13,Shoes,Amazon,2281,3.9,4,39,4
Reebok Trainer Model 14,Shoes,Amazon,2418,4.0,5,42,5
Skechers Go Model 15,Shoes,Amazon,2555,4.1,1,45,6
Woodland Trek Model 16,Shoes,Amazon,2692,4.2,2,48,7
Bata Comfort Model 17,Shoes,Amazon,2829,4.3,3,1,8
